"organization_name","title_es","title_en","summary_es","summary_en","description_es","description_en","slug","primary_category","additional_categories","keywords_es","keywords_en","languages","service_methods","cost_type","eligibility_es","eligibility_en","required_documents_es","required_documents_en","application_steps_es","application_steps_en","hours_es","hours_en","accessibility_notes_es","accessibility_notes_en","service_area_es","service_area_en","phone","sms_phone","whatsapp_phone","email","website_url","address_line_1","address_line_2","city","state","postal_code","county","latitude","longitude","source_url","is_featured","is_emergency","last_verified_at","verification_notes"
"Foundation Communities - Sierra Vista","Foundation Communities - Sierra Vista","Foundation Communities - Sierra Vista","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","foundation-communities-sierra-vista-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","2nd and 4th jueves: 4:30pm-6:30pm","2nd and 4th Thursday: 4:30pm-6:30pm","","","Condado de Travis","Travis County","(512) 804-2265","","","","","4320 South Congress Ave. Austin, TX 78745","","","TX","78745","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Mision Cristiana","Mision Cristiana","Mision Cristiana","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","mision-cristiana-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","1st and 3rd viernes: 10am-12pm","1st and 3rd Friday: 10am-12pm","","","Condado de Travis","Travis County","","","","","https://www.mcilidsusa.org/","6117 W Hwy 290 Austin, TX 78749","","","TX","78749","Travis","","","https://www.mcilidsusa.org/","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Oak Hill Baptist Church","Oak Hill Baptist Church","Oak Hill Baptist Church","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","oak-hill-baptist-church-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","martes: 9am-11am","Tuesday: 9am-11am","","","Condado de Travis","Travis County","","","","","https://www.ohbcaustin.org/","6907 Convict Hill Rd. Austin, TX 78749","","","TX","78749","Travis","","","https://www.ohbcaustin.org/","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Abiding Love Lutheran Church","Abiding Love Lutheran Church","Abiding Love Lutheran Church","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","abiding-love-lutheran-church-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","1st, 2nd, 3rd, and 4th lunes:
11:30am-2pm","1st, 2nd, 3rd, and 4th Monday:
11:30am-2pm","","","Condado de Travis","Travis County","(512) 892-4041","","","","https://www.abidinglove.org/connect/outreach/food-pantry.html","7210 Brush Country Rd Austin, TX 78749","","","TX","78749","Travis","","","https://www.abidinglove.org/connect/outreach/food-pantry.html","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Bannockburn Baptist Church","Bannockburn Baptist Church","Bannockburn Baptist Church","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","bannockburn-baptist-church-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","jueves: 9am-11am","Thursday: 9am-11am","","","Condado de Travis","Travis County","(512) 892-2703","","","","https://bannockburnchurch.com/","7100 Brodie Lane Austin, TX 78745","","","TX","78745","Travis","","","https://bannockburnchurch.com/","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Austin Vineyard Church","Austin Vineyard Church","Austin Vineyard Church","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","austin-vineyard-church-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","4th sábado: 9:30am-2:30pm","4th Saturday: 9:30am-2:30pm","","","Condado de Travis","Travis County","(512) 331-5200","","","","https://www.austinvineyardchurch.com/","13208 Morris Rd. Austin, TX 78729","","","TX","13208","Travis","","","https://www.austinvineyardchurch.com/","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Bethany Christian Church","Bethany Christian Church","Bethany Christian Church","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","If available, may offer baby diapers, perspnal hygiene products","bethany-christian-church-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","2nd miércoles:10am-12pm
4th martes: 6pm-8pm","2nd Wednesday:10am-12pm
4th Tuesday: 6pm-8pm","","","Condado de Travis","Travis County","(512) 926-4146","","","","","3507 E 12th St. Austin, TX 78721","","","TX","78721","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Iglesia Bautista Principe de Paz","Iglesia Bautista Principe de Paz","Iglesia Bautista Principe de Paz","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Free bags of food offered once a week","iglesia-bautista-principe-de-paz-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","free","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","miércoless: 5:30pm-7pm","Wednesdays: 5:30pm-7pm","","","Condado de Travis","Travis County","(512) 774-4939","","","","","1204 Payton Gin Rd. Austin, TX 78758","","","TX","78758","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"North Austin Christian Church - Heaven's Harvest","North Austin Christian Church - Heaven's Harvest","North Austin Christian Church - Heaven's Harvest","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","north-austin-christian-church-heaven-s-harvest-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","lunes: 6:30pm-8pm","Monday: 6:30pm-8pm","","","Condado de Travis","Travis County","(512) 836-3282","","","","","1734 Rutland Dr. Austin, TX 78758","","","TX","78758","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Circle of Hope Community Center
Drive Thru Pantry","Circle of Hope Community Center
Drive Thru Pantry","Circle of Hope Community Center
Drive Thru Pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","circle-of-hope-community-center-drive-thru-pantry-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","lunes-viernes: 8am-11am","Monday-Friday: 8am-11am","","","Condado de Travis","Travis County","(512) 692-8001","","","circleofhopecc@gmail.com","","2900 W Pecan St. Pflugerville, TX 78660","","","TX","78660","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Bastrop Emergency Food Pantry and Support Center Inc.","Bastrop Emergency Food Pantry and Support Center Inc.","Bastrop Emergency Food Pantry and Support Center Inc.","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","If you are experiencing an emergent food need, call and they may be able to help on non-food distribution days.","bastrop-emergency-food-pantry-and-support-center-inc-bastrop","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","lunes, miércoles, and viernes 8am-11:30am
AND
1pm-3:30pm","Monday, Wednesday, and Friday 8am-11:30am
AND
1pm-3:30pm","","","Condado de Bastrop","Bastrop County","(512) 303-0033","","","","https://bastropfoodpantry.org/programs/food-assistance/","806 Fayette St. Bastrop, TX 78602","","","TX","78602","Bastrop","","","https://bastropfoodpantry.org/programs/food-assistance/","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Smithville Food Pantry","Smithville Food Pantry","Smithville Food Pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","smithville-food-pantry-bastrop","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","miércoless: 9am-11:30am","Wednesdays: 9am-11:30am","","","Condado de Bastrop","Bastrop County","(512) 461-1691","","","","https://smithvillefoodpantry.org/","301 Lee St. Smithville, TX 78957","","","TX","78957","Bastrop","","","https://smithvillefoodpantry.org/","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Smithville Food Pantry","Smithville Food Pantry","Smithville Food Pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","smithville-food-pantry-bastrop-2","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","miércoles: 9am-12pm","Wednesday: 9am-12pm","","","Condado de Bastrop","Bastrop County","(512) 237-5197","","","","https://smithvillefoodpantry.org/","107 SW 2nd Ave. Smithville, TX 78957","","","TX","78957","Bastrop","","","https://smithvillefoodpantry.org/","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Ridgeway Baptist Church","Ridgeway Baptist Church","Ridgeway Baptist Church","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","ridgeway-baptist-church-bastrop","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","Every first miércoles of the month:
9am-10am","Every first Wednesday of the month:
9am-10am","","","Condado de Bastrop","Bastrop County","(512) 253-6412","","","","","159 Ridgeway Cemetray Rd. Paige, TX 78659","","","TX","78659","Bastrop","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Rosanky Baptist Church Food Pantry","Rosanky Baptist Church Food Pantry","Rosanky Baptist Church Food Pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","rosanky-baptist-church-food-pantry-rosanky","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","2nd and 4th sábado of the month:
9am-11am","2nd and 4th Saturday of the month:
9am-11am","","","Condado de Bastrop","Bastrop County","(830) 839-4002","","","","","2160 FM 535, Rosanky, TX 78953","","Rosanky","TX","78953","Bastrop","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Friendship Bible Baptist Church - Community of Hope Food Pantry","Friendship Bible Baptist Church - Community of Hope Food Pantry","Friendship Bible Baptist Church - Community of Hope Food Pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","friendship-bible-baptist-church-community-of-hope-food-pantry-bastrop","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","luness, martess, miércoless: 9am-11am
3rd miércoles of each month exclusively for the HOPE Distribution for Seniors: 9am-11am","Mondays, Tuesdays, Wednesdays: 9am-11am
3rd Wednesday of each month exclusively for the HOPE Distribution for Seniors: 9am-11am","","","Condado de Bastrop","Bastrop County","(512) 321-9040","","","","","111 Pearce Lane Cedar Creek, TX 78612","","","TX","78612","Bastrop","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Joe Roland Community Center","Joe Roland Community Center","Joe Roland Community Center","Despensa de alimentos y apoyo comunitario para residentes de Condado de Caldwell.","Food pantry and community support for residents of Caldwell County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","After school tutoring and homework help. Mentorship programs connecting youth with community leaders. Recreational activities and sports. Life skills and workforce readiness training.","joe-roland-community-center-caldwell","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","4th sábado of each month: 10am-12pm","4th Saturday of each month: 10am-12pm","","","Condado de Caldwell","Caldwell County","(512) 718-6194","","","pantry@jrcommunitycenter.com","https://jrcommunitycenter.com/","112 St. John Rd. Dale, TX 78616","","","TX","78616","Caldwell","","","https://jrcommunitycenter.com/","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
