"organization_name","title_es","title_en","summary_es","summary_en","description_es","description_en","slug","primary_category","additional_categories","keywords_es","keywords_en","languages","service_methods","cost_type","eligibility_es","eligibility_en","required_documents_es","required_documents_en","application_steps_es","application_steps_en","hours_es","hours_en","accessibility_notes_es","accessibility_notes_en","service_area_es","service_area_en","phone","sms_phone","whatsapp_phone","email","website_url","address_line_1","address_line_2","city","state","postal_code","county","latitude","longitude","source_url","is_featured","is_emergency","last_verified_at","verification_notes"
"Integral Care","Servicios de salud mental y uso de sustancias","Mental health and substance-use services","Ofrece servicios de salud mental, uso de sustancias y discapacidad intelectual y del desarrollo para familias, niños y adolescentes en Austin, Texas. Brindan consejería, apoyo en crisis, manejo de casos y programas de intervención temprana para promover el bienestar emocional y la estabilidad. Sus…","Provides mental health, substance use, and intellectual and developmental disability services to families, children, and adolescents in Austin, Texas. They provide counseling, crisis support, case management, and early intervention programs to promote emotional well-being and stability. Its services…","Ofrece servicios de salud mental, uso de sustancias y discapacidad intelectual y del desarrollo para familias, niños y adolescentes en Austin, Texas. Brindan consejería, apoyo en crisis, manejo de casos y programas de intervención temprana para promover el bienestar emocional y la estabilidad. Sus servicios están disponibles en inglés y español para garantizar el acceso a familias bilingües. 512-472-HELP (4357)","Provides mental health, substance use, and intellectual and developmental disability services to families, children, and adolescents in Austin, Texas. They provide counseling, crisis support, case management, and early intervention programs to promote emotional well-being and stability. Its services are available in English and Spanish to ensure access to bilingual families. 512-472-HELP (4357)","integral-care-mental-health-and-substance-use-services","salud","","Servicios de salud mental y uso de sustancias|Integral Care","Mental health and substance-use services|Integral Care","es|en","online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","Lunes a viernes, de 8 a.m. a 5 p.m.","Monday to Friday, 8 a.m. to 5 p.m.","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","","","","","https://integralcare.org/en/home-3","","","","TX","","","","","https://integralcare.org/en/home-3","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Samaritan Center","Consejería para familias y adolescentes","Family and adolescent counseling","Ofrecen servicios de consejería familiar ayuda a mejorar la comprensión, la resolución de problemas y la resiliencia general de toda la familia.Tambien ofrecen servicios a adolescentes para recibir apoyo de diversas maneras, incluyendo ayuda para sanar de eventos traumáticos, expresar sus emociones…","They offer family counseling services to help improve understanding, problem-solving, and overall resilience for the entire family. They also offer services to adolescents to receive support in a variety of ways, including help healing from traumatic events, expressing their emotions, developing…","Ofrecen servicios de consejería familiar ayuda a mejorar la comprensión, la resolución de problemas y la resiliencia general de toda la familia.Tambien ofrecen servicios a adolescentes para recibir apoyo de diversas maneras, incluyendo ayuda para sanar de eventos traumáticos, expresar sus emociones, desarrollar habilidades para tomar decisiones y resolver problemas, formar relaciones sociales saludables y comunicar sus preocupaciones de manera más efectiva Para hacer una cita haz click aqui","They offer family counseling services to help improve understanding, problem-solving, and overall resilience for the entire family. They also offer services to adolescents to receive support in a variety of ways, including help healing from traumatic events, expressing their emotions, developing decision-making and problem-solving skills, forming healthy social relationships, and communicating their concerns more effectively. To make an appointment click here","samaritan-center-family-and-adolescent-counseling","salud","","Consejería para familias y adolescentes|Samaritan Center","Family and adolescent counseling|Samaritan Center","es","phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","512-887-7720","","","","https://samaritan-center.org/services","","","","TX","","","","","https://samaritan-center.org/services","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Opportunities for Williamson & Burnet Counties","Apoyo comunitario de manejo de casos","Community case-management support","Dulce Ramirez - Gerente de Caso - Líder de Equipo","Dulce Ramirez - Case Manager - Team Lead","Dulce Ramirez - Gerente de Caso - Líder de Equipo","Dulce Ramirez - Case Manager - Team Lead","opportunities-for-williamson-and-burnet-counties-community-case-management-support","otros-recursos","","Apoyo comunitario de manejo de casos|Opportunities for Williamson & Burnet Counties","Community case-management support|Opportunities for Williamson & Burnet Counties","en","in_person|phone","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Georgetown, Condado de Williamson","Georgetown, Williamson County","737-667-4153","","","dramirez@owbc-tx.org","","604 High Tech Drive","","Georgetown","TX","78626","Williamson","","","","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Foundation Communities","Programas de vivienda asequible","Affordable housing programs","Varios programas, incluida la vivienda asequible.","Various programs, including affordable housing","Varios programas, incluida la vivienda asequible.","Various programs, including affordable housing","foundation-communities-affordable-housing-programs","vivienda","","Programas de vivienda asequible|Foundation Communities","Affordable housing programs|Foundation Communities","en","phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","512-447-2026","","","","https://foundcom.org/housing","","","","TX","","","","","https://foundcom.org/housing","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Housing Authority of Travis County","Vivienda asequible","Affordable housing","Vivienda asequible 502 East Highland Mall Boulevard, Suite 106-B, Austin, TX 78752","Affordable Housing 502 East Highland Mall Boulevard, Suite 106-B, Austin, TX 78752","Vivienda asequible 502 East Highland Mall Boulevard, Suite 106-B, Austin, TX 78752","Affordable Housing 502 East Highland Mall Boulevard, Suite 106-B, Austin, TX 78752","housing-authority-of-travis-county-affordable-housing","vivienda","","Vivienda asequible|Housing Authority of Travis County","Affordable housing|Housing Authority of Travis County","en","phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","512-854-8245","","","","https://hatctx.com/housing","","","","TX","","","","","https://hatctx.com/housing","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Central Texas Food Bank","Distribución de alimentos","Food distribution","Distribución de alimentos","Food distribution","Distribución de alimentos","Food distribution","central-texas-food-bank-food-distribution","comida","","Distribución de alimentos|Central Texas Food Bank","Food distribution|Central Texas Food Bank","en","in_person|phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","512-282-2111","","","","https://www.centraltexasfoodbank.org/","6500 Metropolis Drive","","Austin","TX","78744","Travis","","","https://www.centraltexasfoodbank.org/","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Dolores Catholic Church","Despensa de alimentos","Food pantry","Despensas de alimentos","Food pantries","Despensas de alimentos","Food pantries","dolores-catholic-church-food-pantry","comida","","Despensa de alimentos|Dolores Catholic Church","Food pantry|Dolores Catholic Church","en","in_person|phone","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","512-385-4333","","","","","1111 Montopolis Dr.","","Austin","TX","78741","Travis","","","","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Farmshare Austin","Mercados móviles de alimentos","Mobile food markets","Diferentes ubicaciones en Austin","Different locations throughout Austin","Diferentes ubicaciones en Austin","Different locations throughout Austin","farmshare-austin-mobile-food-markets","comida","","Mercados móviles de alimentos|Farmshare Austin","Mobile food markets|Farmshare Austin","en","phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","Horario de atención: lunes, martes y jueves de 9 am a 2 pm. Miércoles y viernes de 8 a. m. a 6 p. m.","Operating Hours: Monday, Tuesday, and Thursday from 9 am2 pm. Wednesday and Friday8 amam-6pm","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","512-553-6620","","","","https://www.farmshareaustin.org/mobile-markets","","","","TX","","","","","https://www.farmshareaustin.org/mobile-markets","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Austin Baptist Chapel / Angel House Soup Kitchen","Comidas, duchas y ropa","Meals, showers and clothing","Desayuno en saco, almuerzo en saco, duchas y ropa de hombre Diariamente de 9:30 a 10:00 horas y de 11:00 a 12:30 horas. 908 E. César Chávez","Sack breakfast, sack lunch, showers, and men's clothing Daily from 9:30 to 10 a.m. and 11 a.m. to 12:30 p.m. 908 E. Cesar Chavez","Desayuno en saco, almuerzo en saco, duchas y ropa de hombre Diariamente de 9:30 a 10:00 horas y de 11:00 a 12:30 horas. 908 E. César Chávez","Sack breakfast, sack lunch, showers, and men's clothing Daily from 9:30 to 10 a.m. and 11 a.m. to 12:30 p.m. 908 E. Cesar Chavez","austin-baptist-chapel-angel-house-soup-kitchen-meals-showers-and-clothing","comida","otros-recursos","Comidas, duchas y ropa|Austin Baptist Chapel / Angel House Soup Kitchen","Meals, showers and clothing|Austin Baptist Chapel / Angel House Soup Kitchen","en","phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","512-643-2327","","","","https://austinbaptistchapel.com/index.html","","","","TX","","","","","https://austinbaptistchapel.com/index.html","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Central Presbyterian Church","Desayuno y apoyo para necesidades básicas","Breakfast and basic-needs support","Grupo de Apoyo de 10 a 11 a.m.","Support Group from 10 to 11 a.m.","Grupo de Apoyo de 10 a 11 a.m.","Support Group from 10 to 11 a.m.","central-presbyterian-church-breakfast-and-basic-needs-support","comida","otros-recursos","Desayuno y apoyo para necesidades básicas|Central Presbyterian Church","Breakfast and basic-needs support|Central Presbyterian Church","en","in_person|phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","Desayuno, café, artículos de tocador, ropa, jueves de 8 a 11 a. m. (espacio limitado)","Breakfast, coffee, toiletries, clothing, Thursday 8-11 a.m. (limited space)","","","Austin, Condado de Travis","Austin, Travis County","512-472-2445","","","","https://cpcaustin.org/","200 E. 8th St","","Austin","TX","78701","Travis","","","https://cpcaustin.org/","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Foundation for the Homeless / Feed My People","Desayuno, duchas y ropa","Breakfast, showers and clothing","Desayuno, duchas y ropa.","Breakfast, showers and clothing","Desayuno, duchas y ropa.","Breakfast, showers and clothing","foundation-for-the-homeless-feed-my-people-breakfast-showers-and-clothing","comida","otros-recursos","Desayuno, duchas y ropa|Foundation for the Homeless / Feed My People","Breakfast, showers and clothing|Foundation for the Homeless / Feed My People","en","in_person|phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","Desayuno caliente (martes/jueves de 5:30 a 7 a. m.). Las duchas, las reuniones de AA y la ropa se realizan los jueves, y los cortes de pelo se realizan cada dos jueves. Ministerio de Mujeres Bien: Desayuno, duchas, lavandería, ropa, asistencia por correo electrónico y reanudación desde las 8 a. m. hasta el mediodía del viernes.","Hot breakfast (Tuesday/Thursday 5:30-7 a.m.) Showers, AA meetings, and clothing are on Thursday, and haircuts are every other Thursday. Well Women's Ministry: Breakfast, showers, laundry, clothing, email assistance, and resumes from 8 a.m. to noon on Friday.","","","Austin, Condado de Travis","Austin, Travis County","512-453-6570","","","","https://www.foundationhomeless.org/","1300 Lavaca St.","","Austin","TX","","Travis","","","https://www.foundationhomeless.org/","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"University Presbyterian Church","Despensa y asistencia para servicios públicos","Food pantry and utility assistance","Ayuda para el pago de servicios públicos","Utility Payment Help","Ayuda para el pago de servicios públicos","Utility Payment Help","university-presbyterian-church-food-pantry-and-utility-assistance","comida","recursos-financieros","Despensa y asistencia para servicios públicos|University Presbyterian Church","Food pantry and utility assistance|University Presbyterian Church","en","in_person|phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","Despensa de alimentos el jueves de 5:30 a 7 p.m.","Food pantry on Thursday from 5:30 to 7 p.m.","","","Austin, Condado de Travis","Austin, Travis County","512-476-5321","","","","https://upcaustin.org/serve/getting-help","2203 San Antonio Street","","Austin","TX","78705","Travis","","","https://upcaustin.org/serve/getting-help","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"University United Methodist Church","Desayuno y ropa de Open Door","Open Door breakfast and clothing","2409 Guadalupe St. uumc.org/open-door","2409 Guadalupe St. uumc.org/open-door","2409 Guadalupe St. uumc.org/open-door","2409 Guadalupe St. uumc.org/open-door","university-united-methodist-church-open-door-breakfast-and-clothing","comida","otros-recursos","Desayuno y ropa de Open Door|University United Methodist Church","Open Door breakfast and clothing|University United Methodist Church","en","online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","Desayuno y ropa todos los sábados de 8 a 9 a.m.","Breakfast and clothing every Saturday from 8 to 9 a.m.","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","","","","","http://uumc.org/open-door","","","","TX","","","","","http://uumc.org/open-door","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Mobile Loaves & Fishes","Alimentos móviles y artículos de primera necesidad","Mobile food and basic-needs supplies","Alimentos, ropa, zapatos, calcetines, libros y artículos de higiene. mlf.org/truck-schedules","Food, clothing, shoes, socks, books, and hygiene supplies. mlf.org/truck-schedules","Alimentos, ropa, zapatos, calcetines, libros y artículos de higiene. mlf.org/truck-schedules","Food, clothing, shoes, socks, books, and hygiene supplies. mlf.org/truck-schedules","mobile-loaves-and-fishes-mobile-food-and-basic-needs-supplies","comida","otros-recursos","Alimentos móviles y artículos de primera necesidad|Mobile Loaves & Fishes","Mobile food and basic-needs supplies|Mobile Loaves & Fishes","en","phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","512-328-7299","","","","http://mlf.org/truck-schedules","","","","TX","","","","","http://mlf.org/truck-schedules","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Double Up Food Bucks","Beneficios de asistencia alimentaria","Food assistance benefits","Beneficios de asistencia alimentaria","Food assistance benefits","Beneficios de asistencia alimentaria","Food assistance benefits","double-up-food-bucks-food-assistance-benefits","comida","","Beneficios de asistencia alimentaria|Double Up Food Bucks","Food assistance benefits|Double Up Food Bucks","en","phone","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","512-730-1807","","","","","","","","TX","","","","","","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Consultame","Asistencia con trámites del Consulado de México","Mexican Consulate procedure assistance","Empresa privada que brinda servicios de asesoría en trámites y citas en el Consulado de México.","Private business that brings advisory services in procedures and appointments at the Mexican Consulate.","Empresa privada que brinda servicios de asesoría en trámites y citas en el Consulado de México.","Private business that brings advisory services in procedures and appointments at the Mexican Consulate.","consultame-mexican-consulate-procedure-assistance","ayuda-legal","","Asistencia con trámites del Consulado de México|Consultame","Mexican Consulate procedure assistance|Consultame","en","in_person|phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Pflugerville, Condado de Travis","Pflugerville, Travis County","512-312-9791","","","hola@consultame.info","https://www.consultame.info/","2911 AW Grimes Blvd #203","","Pflugerville","TX","78660","Travis","","","https://www.consultame.info/","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Child Inc.","Cuidado infantil para familias con bajos ingresos","Child care for families with low incomes","Servicios de cuidado infantil para padres de bajos ingresos","Childcare services forlow-incomee parents","Servicios de cuidado infantil para padres de bajos ingresos","Childcare services forlow-incomee parents","child-inc-child-care-for-families-with-low-incomes","educacion","","Cuidado infantil para familias con bajos ingresos|Child Inc.","Child care for families with low incomes|Child Inc.","en","in_person|phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","512-451-7361","","","","https://childinc.org/#","818 East 53rd Street","","Austin","TX","78751","Travis","","","https://childinc.org/#","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Austin Community Law Center","Representación legal asequible","Affordable legal representation","Representación legal, asequible 2028 E Ben White Blvd, Ste 240, PMB 5960, Austin, TX 78741","Legal representation, affordable 2028 E Ben White Blvd, Ste 240, PMB 5960, Austin, TX 78741","Representación legal, asequible 2028 E Ben White Blvd, Ste 240, PMB 5960, Austin, TX 78741","Legal representation, affordable 2028 E Ben White Blvd, Ste 240, PMB 5960, Austin, TX 78741","austin-community-law-center-affordable-legal-representation","ayuda-legal","","Representación legal asequible|Austin Community Law Center","Affordable legal representation|Austin Community Law Center","en","phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","512-596-0226","","","","https://www.austincommunitylawcenter.org/servicioslegalesecon%C3%B3micos","","","","TX","","","","","https://www.austincommunitylawcenter.org/servicioslegalesecon%C3%B3micos","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Albizu Law Firm","Servicios legales de inmigración y familia","Immigration and family law services","Servicios de inmigración y derecho familiar 8500 Shoal Creek Blvd. Edificio 4, Suite 208, Austin, TX 78757 (512) 861 - 5638 Sitio web: https://albizulaw.com/?ct=t%28EMAIL_CAMPAIGN_12_20_2024_14_6%29&mc_cid=9cc669689c&mc_eid=fa72f027f0","Immigration & Family Law Services 8500 Shoal Creek Blvd. Bldg 4, Suite 208, Austin, TX 78757 (512) 861 - 5638 Website: https://albizulaw.com/?ct=t%28EMAIL_CAMPAIGN_12_20_2024_14_6%29&mc_cid=9cc669689c&mc_eid=fa72f027f0","Servicios de inmigración y derecho familiar 8500 Shoal Creek Blvd. Edificio 4, Suite 208, Austin, TX 78757 (512) 861 - 5638 Sitio web: https://albizulaw.com/?ct=t%28EMAIL_CAMPAIGN_12_20_2024_14_6%29&mc_cid=9cc669689c&mc_eid=fa72f027f0","Immigration & Family Law Services 8500 Shoal Creek Blvd. Bldg 4, Suite 208, Austin, TX 78757 (512) 861 - 5638 Website: https://albizulaw.com/?ct=t%28EMAIL_CAMPAIGN_12_20_2024_14_6%29&mc_cid=9cc669689c&mc_eid=fa72f027f0","albizu-law-firm-immigration-and-family-law-services","ayuda-legal","","Servicios legales de inmigración y familia|Albizu Law Firm","Immigration and family law services|Albizu Law Firm","en","online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","","","","iris@albizulaw.com","https://albizulaw.com/","","","","TX","","","","","https://albizulaw.com/","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Austin Public Library","Tarjeta de biblioteca mejorada","Enhanced Library Card","Tarjeta de biblioteca mejorada","Enhanced Library Card","Tarjeta de biblioteca mejorada","Enhanced Library Card","austin-public-library-enhanced-library-card","otros-recursos","","Tarjeta de biblioteca mejorada|Austin Public Library","Enhanced Library Card|Austin Public Library","en","online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","","","","","https://library.austintexas.gov/enhanced","","","","TX","","","","","https://library.austintexas.gov/enhanced","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Consulado General de México en Austin","Información consular y comunitaria","Consular and community information","Sitio de Mexicanos en el exterior: https://ime.gob.mex/","Sitio de Mexicanos en el exterior: https://ime.gob.mex/","Sitio de Mexicanos en el exterior: https://ime.gob.mex/","Sitio de Mexicanos en el exterior: https://ime.gob.mex/","consulado-general-de-mexico-en-austin-consular-and-community-information","ayuda-legal","","Información consular y comunitaria|Consulado General de México en Austin","Consular and community information|Consulado General de México en Austin","en","phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","512-478-2866 ext. 101","","","comunidadesatn@ser.gob.mx","https://www.condusef.gob.mx/","","","","TX","","","","","https://www.condusef.gob.mx/","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"RAICES","Servicios legales de inmigración","Immigration legal services","Sharon Godinez - Gerente de Casos - Departamento de Programas Sociales","Sharon Godinez - Case Manager - Social Programs Department","Sharon Godinez - Gerente de Casos - Departamento de Programas Sociales","Sharon Godinez - Case Manager - Social Programs Department","raices-immigration-legal-services","ayuda-legal","","Servicios legales de inmigración|RAICES","Immigration legal services|RAICES","en","phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","512-961-1773","","","sharon.godinez@raicestexas.org","https://www.immigrationadvocates.org/legaldirectory/organization.626673-Refugee_and_Immigrant_Center_for_Education_and_Legal_Services_Inc_RAICES","","","","TX","","","","","https://www.immigrationadvocates.org/legaldirectory/organization.626673-Refugee_and_Immigrant_Center_for_Education_and_Legal_Services_Inc_RAICES","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"The Goodwill Excel Center","Diploma de secundaria y capacitación profesional para adultos","Adult high school diploma and career training","Primera escuela secundaria pública gratuita en Texas donde los adultos de entre 18 y 50 años pueden regresar a la escuela para obtener su diploma de escuela secundaria y completar la capacitación para una carrera de alta demanda.","First free public high school in Texas where adults aged 18-50 can return to school to earn their high school diploma and complete training for a high-demand career","Primera escuela secundaria pública gratuita en Texas donde los adultos de entre 18 y 50 años pueden regresar a la escuela para obtener su diploma de escuela secundaria y completar la capacitación para una carrera de alta demanda.","First free public high school in Texas where adults aged 18-50 can return to school to earn their high school diploma and complete training for a high-demand career","the-goodwill-excel-center-adult-high-school-diploma-and-career-training","educacion","","Diploma de secundaria y capacitación profesional para adultos|The Goodwill Excel Center","Adult high school diploma and career training|The Goodwill Excel Center","en","in_person|phone|online","free","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","512-531-5500","","","exceladmission@excelcenterhighschool.org","https://excelcenterhighschool.org/","1015 Norwood Park Blvd.","","Austin","TX","78753","Travis","","","https://excelcenterhighschool.org/","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"UT Austin School of Nursing","Centro de Bienestar Familiar","Family Wellness Center","2901 Norte IH-35, Suite 1.301 Austin, TX 78722 | Ver mapa","2901 North IH-35, Suite 1.301 Austin, TX 78722 | View Map","2901 Norte IH-35, Suite 1.301 Austin, TX 78722 | Ver mapa","2901 North IH-35, Suite 1.301 Austin, TX 78722 | View Map","ut-austin-school-of-nursing-family-wellness-center","salud","","Centro de Bienestar Familiar|UT Austin School of Nursing","Family Wellness Center|UT Austin School of Nursing","en","phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","Horario de atención: Lunes: 8 am - 12 pm y 1 pm - 8 pm Martes - jueves: 8 am - 12 pm y 1 pm - 5 pm Viernes: 8 am - 12 pm Sábado y domingo: Cerrado","Hours of Operation: Monday: 8 am -12 pmm & 1pm - 8 pm Tue - Thur:8 amm - 12pm & 1 pm - 5 pm Friday: 8 am -12 pmm Saturday & Sunday: Closed","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","512-232-3900","","","","https://nursing.utexas.edu/wellness-centers/family-wellness-center","","","","TX","","","","","https://nursing.utexas.edu/wellness-centers/family-wellness-center","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"UT Austin School of Nursing","Centro de Bienestar Infantil","Children's Wellness Center","5301 Ross Road, edificio H Del Valle, TX 78617","5301 Ross Road, bldg H Del Valle, TX 78617","5301 Ross Road, edificio H Del Valle, TX 78617","5301 Ross Road, bldg H Del Valle, TX 78617","ut-austin-school-of-nursing-children-s-wellness-center","salud","","Centro de Bienestar Infantil|UT Austin School of Nursing","Children's Wellness Center|UT Austin School of Nursing","en","phone","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","512-386-3335","","","","","","","","TX","","","","","","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
