organization_name,title_es,title_en,summary_es,summary_en,description_es,description_en,slug,primary_category,additional_categories,keywords_es,keywords_en,languages,service_methods,cost_type,eligibility_es,eligibility_en,required_documents_es,required_documents_en,application_steps_es,application_steps_en,hours_es,hours_en,accessibility_notes_es,accessibility_notes_en,service_area_es,service_area_en,phone,sms_phone,whatsapp_phone,email,website_url,address_line_1,address_line_2,city,state,postal_code,county,latitude,longitude,source_url,is_featured,is_emergency,last_verified_at,verification_notes
"Texas Health and Human Services Commission","2-1-1 Texas (HHSC)","2-1-1 Texas (HHSC)","Línea estatal de referidos para Medicare, Medicaid y otros beneficios.","Statewide referral line for Medicare, Medicaid, and other benefits.","Línea estatal de referidos que conecta con información sobre Medicare/Medicaid (solicitudes, apelaciones, quejas, inscripción), ADRCs, Area Agencies on Aging, y ayuda para aplicar a STAR+PLUS.","Statewide referral line connecting callers with Medicare/Medicaid information (applications, appeals, complaints, enrollment), ADRCs, Area Agencies on Aging, and help applying for STAR+PLUS.","","recursos-financieros","","","","es|en","phone|online","unknown","","","","","","","","","","","Todos los condados de Texas","All Texas counties","2-1-1","","","","https://211texas.org","","","","","","","","","https://211texas.org","false","false","","Otros teléfonos indicados en la fuente: 2-1-1; 877-541-7905"
"Capital Metropolitan Transportation Authority (CapMetro)","CapMetro Access","CapMetro Access","Transporte compartido puerta a puerta para personas con discapacidad o movilidad reducida.","Shared door-to-door transportation for people with disabilities or limited mobility.","Transporte compartido puerta a puerta para personas con discapacidad que no pueden usar transporte regular, incluyendo muchos adultos mayores con movilidad reducida. Costo: $1.75/viaje, libreta de 10 viajes $17.50, pase mensual $46.50.","Shared door-to-door transportation for people with disabilities who cannot use regular transit, including many older adults with limited mobility. Cost: $1.75/ride, 10-ride booklet $17.50, monthly pass $46.50.","","transporte","","","","es|en","phone|online","unknown","","","","","","","Reservaciones lun-vie 7am-6pm, sáb-dom 8am-5pm; requiere aplicación de elegibilidad previa","","","","Condado de Travis","Travis County","512-852-7272","","","","https://capmetro.org/access","2910 E. 5th St.","","Austin","TX","78702","Travis","","","https://capmetro.org/access","false","false","","Otros teléfonos indicados en la fuente: 512-852-7272 (reservaciones); 512-389-7501 (elegibilidad)"
"CARTS","CARTS (Capital Area Rural Transportation System)","CARTS (Capital Area Rural Transportation System)","Transporte rural bajo demanda y con descuento para adultos mayores en Central Texas.","On-demand rural transportation with senior discounts across Central Texas.","Rutas rurales bajo demanda (Country Bus, CARTS Now) y servicio Grasshopper (conexión a citas médicas en Austin), además de paratránsito. Adultos 65+ reciben tarifas con descuento y paratránsito gratis en San Marcos. Tarifas de $2 a $6 según distancia.","On-demand rural routes (Country Bus, CARTS Now) and the Grasshopper service (connections to Austin medical appointments), plus paratransit. Adults 65+ get discounted fares and free paratransit in San Marcos. Fares range $2–$6 by distance.","","transporte","","","","es|en","phone|online","free","","","","","","","Country Bus lun-vie 8am-4pm; paratránsito San Marcos 7am-6pm; reservación con anticipación requerida","","","","Condado de Travis, Condado de Williamson, Condado de Bastrop, Condado de Hays, Condado de Caldwell, Condado de Blanco, Condado de Burnet","Travis County, Williamson County, Bastrop County, Hays County, Caldwell County, Blanco County, Burnet County","512-478-7433","","","","https://ridecarts.com","Sede en Cedar Creek","","","","","","","","https://ridecarts.com","false","false","","Otros teléfonos indicados en la fuente: 512-478-7433; Senior Shopper: 512-805-7433"
"Drive a Senior Central Texas","Drive a Senior (Central Texas)","Drive a Senior (Central Texas)","Transporte voluntario gratuito para adultos mayores a citas médicas y mandados.","Free volunteer-driven transportation for seniors to medical appointments and errands.","Transporte puerta a puerta 100% gratuito con conductores voluntarios para citas médicas, compras de comestibles y farmacia; también viajes grupales comunitarios y ayuda con mantenimiento del hogar.","100% free door-to-door transportation with volunteer drivers for medical appointments, grocery shopping, and pharmacy trips; also offers group community trips and help with home upkeep.","","transporte","","","","en","phone|online","free","","","","","","","Lun-Jue 9am-4pm, Vie 9am-2pm; requiere aplicación previa","","","","Condado de Travis, Condado de Williamson, Condado de Bastrop, Condado de Hays, Condado de Caldwell","Travis County, Williamson County, Bastrop County, Hays County, Caldwell County","512-310-1060","","","","https://driveasenior.org","","","","","","","","","https://driveasenior.org","false","false","","Otros teléfonos indicados en la fuente: Norte: 512-310-1060; Central: 512-472-6339; Sur: 512-445-5552; Elgin: 512-281-6553"
"Texas Legal Services Center","Línea Legal Directa para Texanos (Texas Legal Services Center)","Legal Hotline for Texans (Texas Legal Services Center)","Asesoría legal gratuita por teléfono para adultos mayores de 60+.","Free phone legal advice for adults 60+.","Asesoría legal gratuita para adultos 60+ sobre Medicaid/Medicare, cuidado a largo plazo, testamentos, poderes notariales, directivas anticipadas y defensa del consumidor. No litiga casos ni redacta documentos.","Free legal advice for adults 60+ on Medicaid/Medicare, long-term care, wills, powers of attorney, advance directives, and consumer protection. Does not litigate cases or draft documents.","","ayuda-legal","","","","en","phone|online","free","","","","","","","Lun–Vie 8:30am–5:00pm","","","","Todos los condados de Texas","All Texas counties","800-622-2520","","","","https://tlsc.org/seniors","","","","","","","","","https://tlsc.org/seniors","false","false","","Otros teléfonos indicados en la fuente: 800-622-2520, opción 3"
"Volunteer Legal Services of Central Texas","Volunteer Legal Services of Central Texas (VLSoCT)","Volunteer Legal Services of Central Texas (VLSoCT)","Asistencia legal civil gratuita para personas de bajos ingresos.","Free civil legal assistance for low-income individuals.","Asistencia legal civil gratuita para personas de bajos ingresos a través de una red de abogados voluntarios. No se confirmó un programa dedicado específicamente a adultos mayores.","Free civil legal assistance for low-income individuals through a network of volunteer attorneys. A program specifically dedicated to seniors was not confirmed.","","ayuda-legal","","","","es|en","in_person","free","","","","","","","","","","","Condado de Travis","Travis County","512-476-5550","","","","https://vlsoct.org","1812 Centre Creek Dr., Ste. 215","","Austin","TX","78754","Travis","","","https://vlsoct.org","false","false","","Confirmar si tienen un programa específico para adultos mayores"
"Travis Central Appraisal District (y distritos equivalentes en cada condado)","Exención de Impuestos Homestead 65+ (Distrito de Tasación)","Over-65 Homestead Tax Exemption (Appraisal District)","Exención de impuestos de propiedad para propietarios de 65 años o más.","Property tax exemption for homeowners age 65 or older.","Exención de impuestos de propiedad para propietarios de 65+: congela los impuestos escolares, reduce el valor tasable, y ofrece la opción de diferir impuestos con 5% de interés anual. Solo verificado para Travis — cada condado (Williamson, Hays, Bastrop, Caldwell) tiene su propio distrito de tasación central y hay que solicitar por separado.","Property tax exemption for homeowners 65+: freezes school district taxes, lowers the taxable value, and offers the option to defer taxes at 5% annual interest. Only confirmed for Travis — each county (Williamson, Hays, Bastrop, Caldwell) has its own central appraisal district and requires a separate application.","","vivienda","","","","en","in_person|online","unknown","","","","","","","","","","","Condado de Travis, Condado de Williamson, Condado de Bastrop, Condado de Hays, Condado de Caldwell","Travis County, Williamson County, Bastrop County, Hays County, Caldwell County","512-834-9138","","","","https://traviscad.org/forms","","","","","","","","","https://traviscad.org/forms","false","false","","Verificar el distrito de tasación específico de cada condado antes de referir | Otros teléfonos indicados en la fuente: 512-834-9138 (Travis)"
"Texas Department of Family and Protective Services (DFPS)","Servicios de Protección para Adultos de Texas (APS) — Línea Estatal","Texas Adult Protective Services (APS) — Statewide Intake","Línea 24/7 para reportar abuso, negligencia o explotación de adultos mayores.","24/7 line to report abuse, neglect, or exploitation of older adults.","Investiga reportes de abuso, negligencia y explotación de adultos mayores y personas vulnerables que viven en la comunidad.","Investigates reports of abuse, neglect, and exploitation of older and vulnerable adults living in the community.","","otros-recursos","","","","es|en","phone|online","unknown","","","","","","","24 horas / 7 días","","","","Todos los condados de Texas","All Texas counties","800-252-5400","","","","https://dfps.texas.gov/adult_protection","","","","","","","","","https://dfps.texas.gov/adult_protection","false","false","","Otros teléfonos indicados en la fuente: 1-800-252-5400"
"Travis County Health and Human Services","Asistencia con Servicios Públicos del Condado de Travis (CEAP)","Travis County Utility Assistance (CEAP)","Ayuda para pagar electricidad, gas y agua, con prioridad para adultos mayores.","Help paying electricity, gas, and water bills, with priority for seniors.","Asistencia para pagar electricidad, gas, propano, leña y agua; prioridad para adultos mayores en fondos federales CEAP (Comprehensive Energy Assistance Program).","Help paying electricity, gas, propane, firewood, and water bills; priority given to seniors under federal CEAP (Comprehensive Energy Assistance Program) funds.","","recursos-financieros","","","","es|en","in_person|online","unknown","","","","","","","Varía por centro","","","","Condado de Travis","Travis County","","","","","https://traviscountytx.gov/health-human-services/apply-for-assistance/utility-assistance","6 Centros Comunitarios (ver sitio)","","","","","Travis","","","https://traviscountytx.gov/health-human-services/apply-for-assistance/utility-assistance","false","false","","Otros teléfonos indicados en la fuente: Ver Centros Comunitarios (varía)"
"Opportunities for Williamson & Burnet Counties","Asistencia con Servicios Públicos — OWBC (Williamson/Burnet)","Utility Assistance — OWBC (Williamson/Burnet)","Asistencia energética con prioridad para adultos mayores de 60+.","Energy assistance prioritizing adults 60+.","Asistencia energética (CEAP) que prioriza a adultos mayores de 60, personas con discapacidad y niños de 5 años o menos.","Energy assistance (CEAP) prioritizing adults over 60, people with disabilities, and children 5 and under.","","recursos-financieros","","","","es|en","online","unknown","","","","","","","","","","","Condado de Williamson, Condado de Burnet","Williamson County, Burnet County","512-763-1400","","","utilities@owbc-tx.org","https://owbc-tx.org/community-services/","604 High Tech Dr.","","Georgetown","TX","78626","","","","https://owbc-tx.org/community-services/","false","false","",""
"Community Action Inc. of Central Texas","Asistencia con Servicios Públicos — Community Action Inc. (Hays/Caldwell/Blanco)","Utility Assistance — Community Action Inc. (Hays/Caldwell/Blanco)","Asistencia energética con prioridad para adultos mayores.","Energy assistance prioritizing older adults.","Asistencia con electricidad, gas, propano y butano, además de educación energética; prioriza a adultos mayores y personas con discapacidad.","Assistance with electricity, gas, propane, and butane bills, plus energy education; prioritizes older adults and people with disabilities.","","recursos-financieros","","","","es|en","in_person|online","unknown","","","","","","","Lun–Vie 8am–12pm, 1pm–5pm","","","","Condado de Bastrop, Condado de Hays, Condado de Caldwell, Condado de Blanco","Bastrop County, Hays County, Caldwell County, Blanco County","512-392-1161","","","","https://communityaction.com/utilityassistance","215 S. Reimer Ave., Ste. 130","","San Marcos","TX","78667","","","","https://communityaction.com/utilityassistance","false","false","","Proveedor CEAP de Bastrop no confirmado — candidatos posibles: Combined Community Action o CAPCOG | Otros teléfonos indicados en la fuente: 512-392-1161 ext. 309"
"Community Action Inc. of Central Texas","Centro de Ancianos San Marcos (San Marcos Senior Citizens Center)","San Marcos Senior Citizens Center","Comidas, actividades y ayuda con beneficios para adultos mayores en Hays County.","Meals, activities, and benefits help for older adults in Hays County.","Comidas calientes, evaluaciones de salud, ejercicio ligero, actividades sociales, información y referidos, ayuda con solicitudes de beneficios (SSI, Medicaid, asistencia alimentaria/utilidades), transporte a citas médicas y banco de alimentos.","Hot meals, health screenings, light exercise, social activities, information and referrals, help applying for benefits (SSI, Medicaid, food/utility assistance), transportation to medical appointments, and a food pantry.","","otros-recursos","","","","en","in_person","unknown","","","","","","","Lun–Vie 8am–2pm","","","","Condado de Hays","Hays County","512-392-2427","","","","https://communityaction.com/sanmarcosseniorcitizenscenter","810 Arizona St.","","San Marcos","TX","78666","Hays","","","https://communityaction.com/sanmarcosseniorcitizenscenter","false","false","",""
"Ciudad de Lockhart","Centro de Actividades para Ancianos del Área de Lockhart","Lockhart Area Senior Citizen Activity Center","Comidas de bajo costo y actividades para adultos mayores en Caldwell County.","Low-cost meals and activities for older adults in Caldwell County.","Comidas de bajo costo ($7 el almuerzo, abierto al público), tienda de segunda mano, clases de ejercicio y juegos de mesa. Membresía desde los 50 años.","Low-cost meals ($7 lunch, open to the public), a thrift shop, exercise classes, and board games. Membership starts at age 50.","","otros-recursos","","","","en","in_person","unknown","","","","","","","Cocina 11am–12:30pm; tienda lun-jue 12pm–3pm; ejercicio lun/mié/vie 8:30am","","","","Condado de Caldwell","Caldwell County","512-398-6322","","","","","","","","","","Caldwell","","","","false","false","",""
"Bastrop Community Senior Center","Centro Comunitario de Ancianos de Bastrop","Bastrop Community Senior Center","Actividades recreativas y sociales para adultos mayores en Bastrop County.","Recreational and social activities for older adults in Bastrop County.","Actividades recreativas, educativas y sociales para adultos de 50 años o más.","Recreational, educational, and social activities for adults age 50 and older.","","otros-recursos","","","","en","in_person","unknown","","","","","","","","","","","Condado de Bastrop","Bastrop County","","","","","https://bastropcommunityseniorcenter.org","","","","","","Bastrop","","","https://bastropcommunityseniorcenter.org","false","false","","Muy poca información pública disponible — se recomienda llamar o visitar para confirmar detalles antes de publicar | Otros teléfonos indicados en la fuente: No encontrado"
"Travis County Health and Human Services","engAGE Travis County","engAGE Travis County","Talleres y oportunidades de voluntariado para adultos de 50+ en Travis County.","Workshops and volunteer opportunities for adults 50+ in Travis County.","Talleres y entrenamientos para adultos de 50+, liderazgo comunitario, oportunidades de voluntariado y aprendizaje continuo.","Workshops and training for adults 50+, community leadership, volunteer opportunities, and continued learning.","","otros-recursos","","","","en","in_person|phone","unknown","","","","","","","","","","","Condado de Travis","Travis County","512-854-7787","","","","https://traviscountytx.gov/health-human-services/engagetraviscounty","5325 Airport Blvd, 2do piso","","Austin","TX","78753","Travis","","","https://traviscountytx.gov/health-human-services/engagetraviscounty","false","false","",""
"Williamson County","Servicios para Adultos Mayores del Condado de Williamson","Williamson County Senior Services","Oficina del condado dedicada a servicios para adultos mayores.","County office dedicated to senior services.","Oficina de Williamson County dedicada a servicios para adultos mayores; no se pudo acceder al contenido del sitio oficial durante esta investigación.","Williamson County office dedicated to senior services; the official site's content could not be accessed during this research.","","otros-recursos","","","","en","phone","unknown","","","","","","","","","","","Condado de Williamson","Williamson County","","","","","https://wilcotx.gov/1459/Senior-Services","","","","","","Williamson","","","https://wilcotx.gov/1459/Senior-Services","false","false","","El sitio oficial bloqueó el acceso automatizado (robots.txt) — verificar directamente por teléfono o visitando el sitio en un navegador | Otros teléfonos indicados en la fuente: No encontrado"
"AGE of Central Texas","H.E.L.P. (Programa de Préstamo de Equipo Médico) — AGE of Central Texas","H.E.L.P. (Health Equipment Lending Program) — AGE of Central Texas","Préstamo gratuito de sillas de ruedas, andadores y otro equipo médico para adultos mayores.","Free loan of wheelchairs, walkers, and other medical equipment for older adults.","Presta gratuitamente sillas de ruedas, andadores, bastones, muletas, alzas de inodoro, rollators, sillas de baño, sillas sanitarias portátiles, barras de apoyo y productos de incontinencia.","Free loan of wheelchairs, walkers, canes, crutches, raised toilet seats, rollators, shower chairs, portable commodes, grab bars, and incontinence supplies.","","salud","","","","en","in_person","free","","","","","","","Lun–Vie 8am–4pm aprox.; se requiere llamar o escribir por correo para agendar recogida","","","","Condado de Travis, Condado de Williamson, Condado de Bastrop, Condado de Hays, Condado de Caldwell","Travis County, Williamson County, Bastrop County, Hays County, Caldwell County","512-600-9288","","","","https://ageofcentraltx.org/health-equipment-lending-program/","7640 Guadalupe St","","Austin","TX","78752","","","","https://ageofcentraltx.org/health-equipment-lending-program/","false","false","","Es la respuesta más directa a ""DME for seniors"" — confirmar cobertura de Hays y Bastrop por teléfono | Otros teléfonos indicados en la fuente: 512-600-9288 (Austin norte); 512-614-6079 (Austin sur); 512-614-6085 (Williamson Co.)"
"Drive a Senior Central Texas (antes ""Senior Access"")","Ollie's Medical Equipment Lending Closet — Senior Access / Drive a Senior","Ollie's Medical Equipment Lending Closet — Senior Access / Drive a Senior","Equipo médico usado en préstamo para clientes de adultos mayores.","Used medical equipment on loan for senior clients.","Presta equipo médico usado en buen estado a clientes de adultos mayores de la organización. No se encontraron detalles específicos de tipos de equipo, costo exacto o requisitos de elegibilidad en el sitio oficial.","Loans used medical equipment in good condition to the organization's senior clients. Specific equipment types, exact cost, and eligibility details were not found on the official site.","","salud","","","","en","in_person","unknown","","","","","","","","","","","Condado de Travis, Condado de Williamson, Condado de Bastrop, Condado de Hays, Condado de Caldwell","Travis County, Williamson County, Bastrop County, Hays County, Caldwell County","512-310-1060","","","","https://senioraccesstx.org/donations/","2601 Exposition Boulevard","","Austin","TX","78703","","","","https://senioraccesstx.org/donations/","false","false","","Confirmar por teléfono alcance y elegibilidad exacta antes de referir"
"CPATH (Cerebral Palsy Awareness Transition Hope)","Closet de Equipo — CPATH (Cerebral Palsy Awareness Transition Hope)","Equipment Closet — CPATH (Cerebral Palsy Awareness Transition Hope)","Equipo médico adaptado, entregado de forma permanente y gratuita.","Adapted medical equipment, given away permanently and free of charge.","Entrega de forma permanente (no es préstamo) sillas de ruedas, andadores, ""standers"", asientos de auto adaptados y bicicletas adaptativas, de forma gratuita.","Permanently gives away (not a loan) wheelchairs, walkers, standers, adapted car seats, and adaptive bicycles, free of charge.","","salud","","","","es|en","in_person","free","","","","","","","Lun, Mié, Vie 9:00am–1:30pm, solo con cita (reserva en línea vía cpathtexas.myturn.com)","","","","Condado de Travis","Travis County","866-742-7284","","","","https://cpathtexas.org/equipment-closet/","5555 N. Lamar, Building J Suite 125","","Austin","TX","78751","Travis","","","https://cpathtexas.org/equipment-closet/","false","false","","Enfoque histórico en necesidades de movilidad/parálisis cerebral, pero el equipo (sillas de ruedas, andadores) también sirve a adultos mayores — confirmar elegibilidad por edad/condición"
"Medicare (Centers for Medicare & Medicaid Services)","Medicare Parte B — Cobertura de Equipo Médico Duradero (DME)","Medicare Part B — Durable Medical Equipment (DME) Coverage","Cómo Medicare cubre sillas de ruedas, andadores, camas de hospital y oxígeno.","How Medicare covers wheelchairs, walkers, hospital beds, and oxygen.","Explica que Medicare Parte B cubre equipo médico duradero (sillas de ruedas, andadores, camas de hospital, oxígeno, CPAP, sillas sanitarias, etc.) cuando hay orden médica y se usa un proveedor inscrito en Medicare; tras el deducible de Parte B, el paciente paga 20% del monto aprobado si el proveedor acepta ""assignment"". Incluye un buscador en línea de proveedores de DME por código postal (medicare.gov/medical-equipment-suppliers).","Explains that Medicare Part B covers durable medical equipment (wheelchairs, walkers, hospital beds, oxygen, CPAP, commodes, etc.) when there's a doctor's order and the supplier is Medicare-enrolled; after the Part B deductible, the patient pays 20% of the approved amount if the supplier accepts assignment. Includes an online DME supplier finder by ZIP code (medicare.gov/medical-equipment-suppliers).","","salud","","","","es|en","phone|online","unknown","","","","","","","","","","","Todos los condados de Texas","All Texas counties","800-633-4227","","","","https://medicare.gov/coverage/durable-medical-equipment-dme-coverage","","","","","","","","","https://medicare.gov/coverage/durable-medical-equipment-dme-coverage","false","false","","Otros teléfonos indicados en la fuente: 1-800-633-4227 (1-800-MEDICARE)"
